Tanque,pH,Temperatura_C,Fecha,Hora,Jornada,Fecha_Hora,evento_externo,estado
Tanque 5,6.92,18.51,2025-09-24,15:20:00,Tarde,2025-09-24 15:20:00,Ninguno,0
Tanque 6,6.74,17.32,2025-09-24,15:25:00,Tarde,2025-09-24 15:25:00,Ninguno,0
Tanque 7,6.79,17.09,2025-09-24,15:30:00,Tarde,2025-09-24 15:30:00,Ninguno,0
Tanque 8,6.83,18.94,2025-09-24,15:35:00,Tarde,2025-09-24 15:35:00,Ninguno,0
Tanque 10,6.88,18.41,2025-09-24,15:45:00,Tarde,2025-09-24 15:45:00,Ninguno,0
Tanque 2,7.3,16.88,2025-09-25,08:30:00,Dia,2025-09-25 08:30:00,Ninguno,0
Tanque 3,7.01,18.17,2025-09-25,08:35:00,Dia,2025-09-25 08:35:00,Ninguno,0
Tanque 4,7.04,18.21,2025-09-25,08:40:00,Dia,2025-09-25 08:40:00,Ninguno,0
Tanque 6,6.58,16.55,2025-09-25,08:50:00,Dia,2025-09-25 08:50:00,Ninguno,0
Tanque 7,6.78,17.39,2025-09-25,08:55:00,Dia,2025-09-25 08:55:00,Ninguno,0
Tanque 8,6.83,18.64,2025-09-25,09:00:00,Dia,2025-09-25 09:00:00,Ninguno,0
Tanque 9,6.95,18.27,2025-09-25,09:05:00,Dia,2025-09-25 09:05:00,Ninguno,0
Tanque 10,7.04,18.27,2025-09-25,09:10:00,Dia,2025-09-25 09:10:00,Ninguno,0
Tanque 1,6.99,18.61,2025-09-25,15:00:00,Tarde,2025-09-25 15:00:00,Ninguno,0
Tanque 2,7.3,16.75,2025-09-25,15:05:00,Tarde,2025-09-25 15:05:00,Ninguno,0
Tanque 3,6.98,18.33,2025-09-25,15:10:00,Tarde,2025-09-25 15:10:00,Ninguno,0
Tanque 4,7.09,18.34,2025-09-25,15:15:00,Tarde,2025-09-25 15:15:00,Ninguno,0
Tanque 5,6.91,18.22,2025-09-25,15:20:00,Tarde,2025-09-25 15:20:00,Ninguno,0
Tanque 6,6.5,16.12,2025-09-25,15:25:00,Tarde,2025-09-25 15:25:00,Ninguno,0
Tanque 7,6.85,17.55,2025-09-25,15:30:00,Tarde,2025-09-25 15:30:00,Ninguno,0
Tanque 8,6.88,18.87,2025-09-25,15:35:00,Tarde,2025-09-25 15:35:00,Ninguno,0
Tanque 9,6.99,18.65,2025-09-25,15:40:00,Tarde,2025-09-25 15:40:00,Ninguno,0
Tanque 10,7.06,18.13,2025-09-25,15:45:00,Tarde,2025-09-25 15:45:00,Ninguno,0
Tanque 1,7.08,18.4,2025-09-26,08:25:00,Dia,2025-09-26 08:25:00,Ninguno,0
Tanque 2,7.38,15.94,2025-09-26,08:30:00,Dia,2025-09-26 08:30:00,Ninguno,1
Tanque 4,6.98,18.35,2025-09-26,08:40:00,Dia,2025-09-26 08:40:00,Ninguno,0
Tanque 5,7.01,18.62,2025-09-26,08:45:00,Dia,2025-09-26 08:45:00,Ninguno,0
Tanque 6,6.49,15.72,2025-09-26,08:50:00,Dia,2025-09-26 08:50:00,Ninguno,1
Tanque 7,6.84,17.47,2025-09-26,08:55:00,Dia,2025-09-26 08:55:00,Ninguno,0
Tanque 8,6.99,18.5,2025-09-26,09:00:00,Dia,2025-09-26 09:00:00,Ninguno,0
Tanque 9,7.06,18.31,2025-09-26,09:05:00,Dia,2025-09-26 09:05:00,Ninguno,0
Tanque 1,6.85,18.61,2025-09-26,15:00:00,Tarde,2025-09-26 15:00:00,Ninguno,0
Tanque 2,7.31,15.63,2025-09-26,15:05:00,Tarde,2025-09-26 15:05:00,Ninguno,1
Tanque 3,7.0,18.83,2025-09-26,15:10:00,Tarde,2025-09-26 15:10:00,Ninguno,0
Tanque 7,6.7,17.83,2025-09-26,15:30:00,Tarde,2025-09-26 15:30:00,Ninguno,0
Tanque 8,6.86,19.34,2025-09-26,15:35:00,Tarde,2025-09-26 15:35:00,Ninguno,0
Tanque 9,7.0,18.64,2025-09-26,15:40:00,Tarde,2025-09-26 15:40:00,Ninguno,0
Tanque 10,6.99,18.53,2025-09-26,15:45:00,Tarde,2025-09-26 15:45:00,Ninguno,0
Tanque 1,7.0,18.33,2025-09-29,08:25:00,Dia,2025-09-29 08:25:00,Ninguno,0
Tanque 2,7.27,16.52,2025-09-29,08:30:00,Dia,2025-09-29 08:30:00,Ninguno,0
Tanque 3,7.1,18.37,2025-09-29,08:35:00,Dia,2025-09-29 08:35:00,Ninguno,0
Tanque 4,6.99,18.15,2025-09-29,08:40:00,Dia,2025-09-29 08:40:00,Ninguno,0
Tanque 5,7.05,18.08,2025-09-29,08:45:00,Dia,2025-09-29 08:45:00,Ninguno,0
Tanque 7,6.99,17.63,2025-09-29,08:55:00,Dia,2025-09-29 08:55:00,Ninguno,0
Tanque 8,6.88,18.7,2025-09-29,09:00:00,Dia,2025-09-29 09:00:00,Ninguno,0
Tanque 9,6.98,17.13,2025-09-29,09:05:00,Dia,2025-09-29 09:05:00,Ninguno,0
Tanque 10,7.07,18.02,2025-09-29,09:10:00,Dia,2025-09-29 09:10:00,Ninguno,0
Tanque 1,7.05,18.74,2025-09-29,15:00:00,Tarde,2025-09-29 15:00:00,Ninguno,0
Tanque 2,7.31,16.87,2025-09-29,15:05:00,Tarde,2025-09-29 15:05:00,Ninguno,0
Tanque 3,6.98,18.71,2025-09-29,15:10:00,Tarde,2025-09-29 15:10:00,Ninguno,0
Tanque 4,7.11,18.97,2025-09-29,15:15:00,Tarde,2025-09-29 15:15:00,Ninguno,0
Tanque 5,7.09,18.58,2025-09-29,15:20:00,Tarde,2025-09-29 15:20:00,Ninguno,0
Tanque 6,6.94,15.73,2025-09-29,15:25:00,Tarde,2025-09-29 15:25:00,Ninguno,1
Tanque 7,7.0,18.19,2025-09-29,15:30:00,Tarde,2025-09-29 15:30:00,Ninguno,0
Tanque 8,6.98,18.44,2025-09-29,15:35:00,Tarde,2025-09-29 15:35:00,Ninguno,0
Tanque 10,7.1,18.36,2025-09-29,15:45:00,Tarde,2025-09-29 15:45:00,Ninguno,0
Tanque 1,6.9,18.6,2025-09-30,08:25:00,Dia,2025-09-30 08:25:00,Ninguno,0
Tanque 3,6.91,18.56,2025-09-30,08:35:00,Dia,2025-09-30 08:35:00,Ninguno,0
Tanque 4,6.99,18.15,2025-09-30,08:40:00,Dia,2025-09-30 08:40:00,Ninguno,0
Tanque 5,6.93,18.38,2025-09-30,08:45:00,Dia,2025-09-30 08:45:00,Ninguno,0
Tanque 6,6.7,15.76,2025-09-30,08:50:00,Dia,2025-09-30 08:50:00,Ninguno,1
Tanque 7,6.9,17.95,2025-09-30,08:55:00,Dia,2025-09-30 08:55:00,Ninguno,0
Tanque 9,6.93,17.85,2025-09-30,09:05:00,Dia,2025-09-30 09:05:00,Ninguno,0
Tanque 10,7.11,18.28,2025-09-30,09:10:00,Dia,2025-09-30 09:10:00,Ninguno,0
Tanque 1,7.0,18.45,2025-09-30,15:00:00,Tarde,2025-09-30 15:00:00,Ninguno,0
Tanque 2,7.16,17.53,2025-09-30,15:05:00,Tarde,2025-09-30 15:05:00,Ninguno,0
Tanque 3,6.91,18.37,2025-09-30,15:10:00,Tarde,2025-09-30 15:10:00,Ninguno,0
Tanque 4,7.04,18.91,2025-09-30,15:15:00,Tarde,2025-09-30 15:15:00,Ninguno,0
Tanque 5,6.99,18.13,2025-09-30,15:20:00,Tarde,2025-09-30 15:20:00,Ninguno,0
Tanque 7,6.88,18.26,2025-09-30,15:30:00,Tarde,2025-09-30 15:30:00,Ninguno,0
Tanque 8,6.83,18.67,2025-09-30,15:35:00,Tarde,2025-09-30 15:35:00,Ninguno,0
Tanque 9,6.97,18.19,2025-09-30,15:40:00,Tarde,2025-09-30 15:40:00,Ninguno,0
Tanque 10,6.96,18.5,2025-09-30,15:45:00,Tarde,2025-09-30 15:45:00,Ninguno,0
Tanque 2,7.07,16.4,2025-10-01,08:30:00,Dia,2025-10-01 08:30:00,Ninguno,0
Tanque 3,7.02,17.7,2025-10-01,08:35:00,Dia,2025-10-01 08:35:00,Ninguno,0
Tanque 4,6.96,18.11,2025-10-01,08:40:00,Dia,2025-10-01 08:40:00,Ninguno,0
Tanque 5,6.97,18.5,2025-10-01,08:45:00,Dia,2025-10-01 08:45:00,Ninguno,0
Tanque 6,6.53,15.85,2025-10-01,08:50:00,Dia,2025-10-01 08:50:00,Ninguno,1
Tanque 7,6.97,17.9,2025-10-01,08:55:00,Dia,2025-10-01 08:55:00,Ninguno,0
Tanque 9,6.98,18.33,2025-10-01,09:05:00,Dia,2025-10-01 09:05:00,Ninguno,0
Tanque 1,6.99,18.44,2025-10-01,15:00:00,Tarde,2025-10-01 15:00:00,Ninguno,0
Tanque 2,7.1,16.33,2025-10-01,15:05:00,Tarde,2025-10-01 15:05:00,Ninguno,0
Tanque 4,6.85,18.52,2025-10-01,15:15:00,Tarde,2025-10-01 15:15:00,Ninguno,0
Tanque 6,6.72,16.66,2025-10-01,15:25:00,Tarde,2025-10-01 15:25:00,Ninguno,0
Tanque 7,6.86,18.29,2025-10-01,15:30:00,Tarde,2025-10-01 15:30:00,Ninguno,0
Tanque 8,6.89,18.54,2025-10-01,15:35:00,Tarde,2025-10-01 15:35:00,Ninguno,0
Tanque 9,6.98,18.06,2025-10-01,15:40:00,Tarde,2025-10-01 15:40:00,Ninguno,0
Tanque 10,6.96,18.21,2025-10-01,15:45:00,Tarde,2025-10-01 15:45:00,Ninguno,0
Tanque 1,6.93,18.63,2025-10-02,08:25:00,Dia,2025-10-02 08:25:00,Ninguno,0
Tanque 2,7.1,16.26,2025-10-02,08:30:00,Dia,2025-10-02 08:30:00,Ninguno,0
Tanque 3,7.01,17.75,2025-10-02,08:35:00,Dia,2025-10-02 08:35:00,Ninguno,0
Tanque 4,6.96,18.07,2025-10-02,08:40:00,Dia,2025-10-02 08:40:00,Ninguno,0
Tanque 5,6.81,17.25,2025-10-02,08:45:00,Dia,2025-10-02 08:45:00,Ninguno,0
Tanque 6,6.85,16.72,2025-10-02,08:50:00,Dia,2025-10-02 08:50:00,Ninguno,0
Tanque 7,6.84,18.12,2025-10-02,08:55:00,Dia,2025-10-02 08:55:00,Ninguno,0
Tanque 8,6.88,18.7,2025-10-02,09:00:00,Dia,2025-10-02 09:00:00,Ninguno,0
Tanque 9,7.08,17.38,2025-10-02,09:05:00,Dia,2025-10-02 09:05:00,Ninguno,0
Tanque 1,6.9,18.55,2025-10-02,15:00:00,Tarde,2025-10-02 15:00:00,Ninguno,0
Tanque 2,6.98,16.68,2025-10-02,15:05:00,Tarde,2025-10-02 15:05:00,Ninguno,0
Tanque 3,7.02,17.96,2025-10-02,15:10:00,Tarde,2025-10-02 15:10:00,Ninguno,0
Tanque 4,6.86,18.78,2025-10-02,15:15:00,Tarde,2025-10-02 15:15:00,Ninguno,0
Tanque 5,6.61,17.16,2025-10-02,15:20:00,Tarde,2025-10-02 15:20:00,Ninguno,0
Tanque 6,6.78,17.04,2025-10-02,15:25:00,Tarde,2025-10-02 15:25:00,Ninguno,0
Tanque 7,6.94,18.73,2025-10-02,15:30:00,Tarde,2025-10-02 15:30:00,Ninguno,0
Tanque 8,6.96,18.41,2025-10-02,15:35:00,Tarde,2025-10-02 15:35:00,Ninguno,0
Tanque 9,6.95,18.18,2025-10-02,15:40:00,Tarde,2025-10-02 15:40:00,Ninguno,0
Tanque 10,6.9,18.37,2025-10-02,15:45:00,Tarde,2025-10-02 15:45:00,Ninguno,0
Tanque 1,7.0,18.15,2025-10-03,08:25:00,Dia,2025-10-03 08:25:00,Ninguno,0
Tanque 2,7.1,17.07,2025-10-03,08:30:00,Dia,2025-10-03 08:30:00,Ninguno,0
Tanque 3,7.06,18.24,2025-10-03,08:35:00,Dia,2025-10-03 08:35:00,Ninguno,0
Tanque 4,6.86,18.38,2025-10-03,08:40:00,Dia,2025-10-03 08:40:00,Ninguno,0
Tanque 6,6.92,17.17,2025-10-03,08:50:00,Dia,2025-10-03 08:50:00,Ninguno,0
Tanque 7,6.94,18.16,2025-10-03,08:55:00,Dia,2025-10-03 08:55:00,Ninguno,0
Tanque 8,6.95,18.1,2025-10-03,09:00:00,Dia,2025-10-03 09:00:00,Ninguno,0
Tanque 9,7.01,17.79,2025-10-03,09:05:00,Dia,2025-10-03 09:05:00,Ninguno,0
Tanque 10,6.85,17.89,2025-10-03,09:10:00,Dia,2025-10-03 09:10:00,Ninguno,0
Tanque 1,6.97,18.35,2025-10-03,15:00:00,Tarde,2025-10-03 15:00:00,Ninguno,0
Tanque 2,7.08,16.92,2025-10-03,15:05:00,Tarde,2025-10-03 15:05:00,Ninguno,0
Tanque 3,7.02,17.76,2025-10-03,15:10:00,Tarde,2025-10-03 15:10:00,Ninguno,0
Tanque 4,6.81,18.74,2025-10-03,15:15:00,Tarde,2025-10-03 15:15:00,Ninguno,0
Tanque 5,6.68,17.55,2025-10-03,15:20:00,Tarde,2025-10-03 15:20:00,Ninguno,0
Tanque 6,6.8,17.1,2025-10-03,15:25:00,Tarde,2025-10-03 15:25:00,Ninguno,0
Tanque 7,7.02,18.07,2025-10-03,15:30:00,Tarde,2025-10-03 15:30:00,Ninguno,0
Tanque 8,6.92,18.61,2025-10-03,15:35:00,Tarde,2025-10-03 15:35:00,Ninguno,0
Tanque 9,7.04,18.24,2025-10-03,15:40:00,Tarde,2025-10-03 15:40:00,Ninguno,0
Tanque 10,6.87,18.08,2025-10-03,15:45:00,Tarde,2025-10-03 15:45:00,Ninguno,0
Tanque 1,7.09,18.15,2025-10-06,08:25:00,Dia,2025-10-06 08:25:00,Ninguno,0
Tanque 2,7.1,17.43,2025-10-06,08:30:00,Dia,2025-10-06 08:30:00,Ninguno,0
Tanque 3,7.09,18.68,2025-10-06,08:35:00,Dia,2025-10-06 08:35:00,Ninguno,0
Tanque 4,7.28,18.89,2025-10-06,08:40:00,Dia,2025-10-06 08:40:00,Ninguno,0
Tanque 5,6.97,16.44,2025-10-06,08:45:00,Dia,2025-10-06 08:45:00,Ninguno,0
Tanque 6,6.93,17.04,2025-10-06,08:50:00,Dia,2025-10-06 08:50:00,Ninguno,0
Tanque 7,7.05,18.04,2025-10-06,08:55:00,Dia,2025-10-06 08:55:00,Ninguno,0
Tanque 8,6.98,17.75,2025-10-06,09:00:00,Dia,2025-10-06 09:00:00,Ninguno,0
Tanque 9,7.11,18.52,2025-10-06,09:05:00,Dia,2025-10-06 09:05:00,Ninguno,0
Tanque 1,7.02,18.59,2025-10-06,15:00:00,Tarde,2025-10-06 15:00:00,Ninguno,0
Tanque 2,7.23,17.65,2025-10-06,15:05:00,Tarde,2025-10-06 15:05:00,Ninguno,0
Tanque 3,7.19,17.85,2025-10-06,15:10:00,Tarde,2025-10-06 15:10:00,Ninguno,0
Tanque 4,7.04,19.23,2025-10-06,15:15:00,Tarde,2025-10-06 15:15:00,Ninguno,0
Tanque 5,6.92,16.51,2025-10-06,15:20:00,Tarde,2025-10-06 15:20:00,Ninguno,0
Tanque 6,7.08,17.96,2025-10-06,15:25:00,Tarde,2025-10-06 15:25:00,Ninguno,0
Tanque 7,7.06,19.14,2025-10-06,15:30:00,Tarde,2025-10-06 15:30:00,Ninguno,0
Tanque 8,7.05,17.83,2025-10-06,15:35:00,Tarde,2025-10-06 15:35:00,Ninguno,0
Tanque 9,7.23,18.92,2025-10-06,15:40:00,Tarde,2025-10-06 15:40:00,Ninguno,0
Tanque 10,6.98,18.06,2025-10-06,15:45:00,Tarde,2025-10-06 15:45:00,Ninguno,0
Tanque 1,7.01,18.26,2025-10-07,08:25:00,Dia,2025-10-07 08:25:00,Ninguno,0
Tanque 2,7.11,17.31,2025-10-07,08:30:00,Dia,2025-10-07 08:30:00,Ninguno,0
Tanque 3,7.09,18.25,2025-10-07,08:35:00,Dia,2025-10-07 08:35:00,Ninguno,0
Tanque 4,7.12,19.4,2025-10-07,08:40:00,Dia,2025-10-07 08:40:00,Ninguno,0
Tanque 5,7.01,16.1,2025-10-07,08:45:00,Dia,2025-10-07 08:45:00,Ninguno,0
Tanque 6,6.88,17.52,2025-10-07,08:50:00,Dia,2025-10-07 08:50:00,Ninguno,0
Tanque 7,7.11,19.63,2025-10-07,08:55:00,Dia,2025-10-07 08:55:00,Ninguno,0
Tanque 8,7.14,17.18,2025-10-07,09:00:00,Dia,2025-10-07 09:00:00,Ninguno,0
Tanque 9,7.26,19.19,2025-10-07,09:05:00,Dia,2025-10-07 09:05:00,Ninguno,0
Tanque 10,7.08,17.97,2025-10-07,09:10:00,Dia,2025-10-07 09:10:00,Ninguno,0
Tanque 1,6.95,18.76,2025-10-07,15:00:00,Tarde,2025-10-07 15:00:00,Ninguno,0
Tanque 2,6.98,17.51,2025-10-07,15:05:00,Tarde,2025-10-07 15:05:00,Ninguno,0
Tanque 4,7.2,20.08,2025-10-07,15:15:00,Tarde,2025-10-07 15:15:00,Ninguno,1
Tanque 5,6.96,15.25,2025-10-07,15:20:00,Tarde,2025-10-07 15:20:00,Ninguno,1
Tanque 7,7.22,19.98,2025-10-07,15:30:00,Tarde,2025-10-07 15:30:00,Ninguno,0
Tanque 8,7.28,17.45,2025-10-07,15:35:00,Tarde,2025-10-07 15:35:00,Ninguno,0
Tanque 9,7.11,19.66,2025-10-07,15:40:00,Tarde,2025-10-07 15:40:00,Ninguno,0
Tanque 10,7.0,18.09,2025-10-07,15:45:00,Tarde,2025-10-07 15:45:00,Ninguno,0
Tanque 3,7.04,17.3,2025-10-08,08:35:00,Dia,2025-10-08 08:35:00,Ninguno,0
Tanque 4,7.19,20.13,2025-10-08,08:40:00,Dia,2025-10-08 08:40:00,Ninguno,1
Tanque 5,7.02,15.56,2025-10-08,08:45:00,Dia,2025-10-08 08:45:00,Ninguno,1
Tanque 6,6.9,17.72,2025-10-08,08:50:00,Dia,2025-10-08 08:50:00,Ninguno,0
Tanque 7,7.1,19.61,2025-10-08,08:55:00,Dia,2025-10-08 08:55:00,Ninguno,0
Tanque 9,7.13,19.47,2025-10-08,09:05:00,Dia,2025-10-08 09:05:00,Ninguno,0
Tanque 10,6.94,17.79,2025-10-08,09:10:00,Dia,2025-10-08 09:10:00,Ninguno,0
Tanque 1,7.13,17.64,2025-10-08,15:00:00,Tarde,2025-10-08 15:00:00,Ninguno,0
Tanque 2,6.98,17.82,2025-10-08,15:05:00,Tarde,2025-10-08 15:05:00,Ninguno,0
Tanque 3,6.89,17.56,2025-10-08,15:10:00,Tarde,2025-10-08 15:10:00,Ninguno,0
Tanque 4,7.31,20.74,2025-10-08,15:15:00,Tarde,2025-10-08 15:15:00,Ninguno,1
Tanque 6,6.96,17.98,2025-10-08,15:25:00,Tarde,2025-10-08 15:25:00,Ninguno,0
Tanque 7,7.11,19.38,2025-10-08,15:30:00,Tarde,2025-10-08 15:30:00,Ninguno,0
Tanque 8,7.2,17.09,2025-10-08,15:35:00,Tarde,2025-10-08 15:35:00,Ninguno,0
Tanque 9,7.13,19.21,2025-10-08,15:40:00,Tarde,2025-10-08 15:40:00,Ninguno,0
Tanque 10,6.92,18.66,2025-10-08,15:45:00,Tarde,2025-10-08 15:45:00,Ninguno,0
Tanque 1,6.9,17.44,2025-10-09,08:25:00,Dia,2025-10-09 08:25:00,Ninguno,0
Tanque 3,6.93,17.19,2025-10-09,08:35:00,Dia,2025-10-09 08:35:00,Ninguno,0
Tanque 4,7.31,19.72,2025-10-09,08:40:00,Dia,2025-10-09 08:40:00,Ninguno,0
Tanque 5,7.09,16.38,2025-10-09,08:45:00,Dia,2025-10-09 08:45:00,Ninguno,0
Tanque 6,6.96,18.23,2025-10-09,08:50:00,Dia,2025-10-09 08:50:00,Ninguno,0
Tanque 8,7.12,17.19,2025-10-09,09:00:00,Dia,2025-10-09 09:00:00,Ninguno,0
Tanque 10,6.95,18.54,2025-10-09,09:10:00,Dia,2025-10-09 09:10:00,Ninguno,0
Tanque 1,7.02,18.18,2025-10-09,15:00:00,Tarde,2025-10-09 15:00:00,Ninguno,0
Tanque 2,7.19,17.78,2025-10-09,15:05:00,Tarde,2025-10-09 15:05:00,Ninguno,0
Tanque 3,6.78,17.38,2025-10-09,15:10:00,Tarde,2025-10-09 15:10:00,Ninguno,0
Tanque 4,7.2,20.03,2025-10-09,15:15:00,Tarde,2025-10-09 15:15:00,Ninguno,1
Tanque 5,6.97,16.91,2025-10-09,15:20:00,Tarde,2025-10-09 15:20:00,Ninguno,0
Tanque 7,6.98,19.54,2025-10-09,15:30:00,Tarde,2025-10-09 15:30:00,Ninguno,0
Tanque 8,7.14,17.48,2025-10-09,15:35:00,Tarde,2025-10-09 15:35:00,Ninguno,0
Tanque 9,7.1,19.63,2025-10-09,15:40:00,Tarde,2025-10-09 15:40:00,Ninguno,0
Tanque 10,6.96,18.42,2025-10-09,15:45:00,Tarde,2025-10-09 15:45:00,Ninguno,0
Tanque 1,7.2,17.24,2025-10-10,08:25:00,Dia,2025-10-10 08:25:00,Ninguno,0
Tanque 2,6.91,17.9,2025-10-10,08:30:00,Dia,2025-10-10 08:30:00,Ninguno,0
Tanque 3,6.91,17.9,2025-10-10,08:35:00,Dia,2025-10-10 08:35:00,Ninguno,0
Tanque 4,7.1,19.41,2025-10-10,08:40:00,Dia,2025-10-10 08:40:00,Ninguno,0
Tanque 5,6.99,17.31,2025-10-10,08:45:00,Dia,2025-10-10 08:45:00,Ninguno,0
Tanque 6,6.83,18.24,2025-10-10,08:50:00,Dia,2025-10-10 08:50:00,Ninguno,0
Tanque 7,7.07,18.78,2025-10-10,08:55:00,Dia,2025-10-10 08:55:00,Ninguno,0
Tanque 8,7.15,17.76,2025-10-10,09:00:00,Dia,2025-10-10 09:00:00,Ninguno,0
Tanque 9,7.07,19.05,2025-10-10,09:05:00,Dia,2025-10-10 09:05:00,Ninguno,0
Tanque 10,7.04,18.49,2025-10-10,09:10:00,Dia,2025-10-10 09:10:00,Ninguno,0
Tanque 1,7.21,18.09,2025-10-10,15:00:00,Tarde,2025-10-10 15:00:00,Ninguno,0
Tanque 2,7.04,17.91,2025-10-10,15:05:00,Tarde,2025-10-10 15:05:00,Ninguno,0
Tanque 3,6.94,17.54,2025-10-10,15:10:00,Tarde,2025-10-10 15:10:00,Ninguno,0
Tanque 5,7.02,17.7,2025-10-10,15:20:00,Tarde,2025-10-10 15:20:00,Ninguno,0
Tanque 6,7.03,18.7,2025-10-10,15:25:00,Tarde,2025-10-10 15:25:00,Ninguno,0
Tanque 7,6.96,19.1,2025-10-10,15:30:00,Tarde,2025-10-10 15:30:00,Ninguno,0
Tanque 8,7.14,18.17,2025-10-10,15:35:00,Tarde,2025-10-10 15:35:00,Ninguno,0
Tanque 9,7.08,19.57,2025-10-10,15:40:00,Tarde,2025-10-10 15:40:00,Ninguno,0
Tanque 10,6.94,19.25,2025-10-10,15:45:00,Tarde,2025-10-10 15:45:00,Ninguno,0
Tanque 2,7.03,17.38,2025-10-13,08:30:00,Dia,2025-10-13 08:30:00,Ninguno,0
Tanque 3,6.96,17.91,2025-10-13,08:35:00,Dia,2025-10-13 08:35:00,Ninguno,0
Tanque 4,7.27,19.45,2025-10-13,08:40:00,Dia,2025-10-13 08:40:00,Ninguno,0
Tanque 5,7.04,17.35,2025-10-13,08:45:00,Dia,2025-10-13 08:45:00,Ninguno,0
Tanque 6,7.03,17.54,2025-10-13,08:50:00,Dia,2025-10-13 08:50:00,Ninguno,0
Tanque 7,6.95,18.68,2025-10-13,08:55:00,Dia,2025-10-13 08:55:00,Ninguno,0
Tanque 8,7.08,17.48,2025-10-13,09:00:00,Dia,2025-10-13 09:00:00,Ninguno,0
Tanque 9,7.03,18.31,2025-10-13,09:05:00,Dia,2025-10-13 09:05:00,Ninguno,0
Tanque 10,7.27,18.9,2025-10-13,09:10:00,Dia,2025-10-13 09:10:00,Ninguno,0
Tanque 1,7.08,18.35,2025-10-13,15:00:00,Tarde,2025-10-13 15:00:00,Ninguno,0
Tanque 2,7.12,18.53,2025-10-13,15:05:00,Tarde,2025-10-13 15:05:00,Ninguno,0
Tanque 3,7.13,18.0,2025-10-13,15:10:00,Tarde,2025-10-13 15:10:00,Ninguno,0
Tanque 4,7.19,19.31,2025-10-13,15:15:00,Tarde,2025-10-13 15:15:00,Ninguno,0
Tanque 5,7.1,17.28,2025-10-13,15:20:00,Tarde,2025-10-13 15:20:00,Ninguno,0
Tanque 6,7.01,17.61,2025-10-13,15:25:00,Tarde,2025-10-13 15:25:00,Ninguno,0
Tanque 7,7.06,18.62,2025-10-13,15:30:00,Tarde,2025-10-13 15:30:00,Ninguno,0
Tanque 8,7.05,18.37,2025-10-13,15:35:00,Tarde,2025-10-13 15:35:00,Ninguno,0
Tanque 9,7.16,19.37,2025-10-13,15:40:00,Tarde,2025-10-13 15:40:00,Ninguno,0
Tanque 10,7.51,20.35,2025-10-13,15:45:00,Tarde,2025-10-13 15:45:00,Ninguno,1
Tanque 1,6.97,17.78,2025-10-14,08:25:00,Dia,2025-10-14 08:25:00,Ninguno,0
Tanque 2,7.12,17.75,2025-10-14,08:30:00,Dia,2025-10-14 08:30:00,Ninguno,0
Tanque 3,6.96,17.62,2025-10-14,08:35:00,Dia,2025-10-14 08:35:00,Ninguno,0
Tanque 4,7.01,19.05,2025-10-14,08:40:00,Dia,2025-10-14 08:40:00,Ninguno,0
Tanque 5,6.98,17.66,2025-10-14,08:45:00,Dia,2025-10-14 08:45:00,Ninguno,0
Tanque 6,6.88,17.01,2025-10-14,08:50:00,Dia,2025-10-14 08:50:00,Ninguno,0
Tanque 7,7.06,18.65,2025-10-14,08:55:00,Dia,2025-10-14 08:55:00,Ninguno,0
Tanque 8,6.98,17.37,2025-10-14,09:00:00,Dia,2025-10-14 09:00:00,Ninguno,0
Tanque 9,7.0,19.35,2025-10-14,09:05:00,Dia,2025-10-14 09:05:00,Ninguno,0
Tanque 10,7.14,19.59,2025-10-14,09:10:00,Dia,2025-10-14 09:10:00,Ninguno,0
Tanque 1,6.98,18.5,2025-10-14,15:00:00,Tarde,2025-10-14 15:00:00,Ninguno,0
Tanque 2,6.98,18.42,2025-10-14,15:05:00,Tarde,2025-10-14 15:05:00,Ninguno,0
Tanque 3,7.1,18.11,2025-10-14,15:10:00,Tarde,2025-10-14 15:10:00,Ninguno,0
Tanque 4,7.08,19.38,2025-10-14,15:15:00,Tarde,2025-10-14 15:15:00,Ninguno,0
Tanque 5,6.93,18.08,2025-10-14,15:20:00,Tarde,2025-10-14 15:20:00,Ninguno,0
Tanque 6,6.86,17.59,2025-10-14,15:25:00,Tarde,2025-10-14 15:25:00,Ninguno,0
Tanque 8,7.07,18.38,2025-10-14,15:35:00,Tarde,2025-10-14 15:35:00,Ninguno,0
Tanque 9,6.89,20.17,2025-10-14,15:40:00,Tarde,2025-10-14 15:40:00,Ninguno,1
Tanque 10,7.21,19.3,2025-10-14,15:45:00,Tarde,2025-10-14 15:45:00,Ninguno,0
Tanque 1,7.01,18.13,2025-10-15,08:25:00,Dia,2025-10-15 08:25:00,Ninguno,0
Tanque 2,6.82,17.96,2025-10-15,08:30:00,Dia,2025-10-15 08:30:00,Ninguno,0
Tanque 3,7.1,17.25,2025-10-15,08:35:00,Dia,2025-10-15 08:35:00,Ninguno,0
Tanque 4,7.08,18.82,2025-10-15,08:40:00,Dia,2025-10-15 08:40:00,Ninguno,0
Tanque 6,6.91,17.68,2025-10-15,08:50:00,Dia,2025-10-15 08:50:00,Ninguno,0
Tanque 7,7.09,18.93,2025-10-15,08:55:00,Dia,2025-10-15 08:55:00,Ninguno,0
Tanque 8,6.99,17.95,2025-10-15,09:00:00,Dia,2025-10-15 09:00:00,Ninguno,0
Tanque 9,7.05,19.66,2025-10-15,09:05:00,Dia,2025-10-15 09:05:00,Ninguno,0
